,QUESTION,CONTEXTS,LABELS,MESHES,YEAR,reasoning_required_pred,reasoning_free_pred,final_decision,LONG_ANSWER
27677901,Is reduced tract integrity of the model for social communication a neural substrate of social communication deficits in autism spectrum disorder?,"['Autism spectrum disorder (ASD) is a neurodevelopmental disorder with social communication deficits as one of the core symptoms. Recently, a five-level model for the social communication has been proposed in which white matter tracts corresponding to each level of the model are identified. Given that the model for social communication subserves social language functions, we hypothesized that the tract integrity of the model for social communication may be reduced in ASD, and the reduction may be related to social communication deficits.', 'Sixty-two right-handed boys with ASD and 55 typically developing (TD) boys received clinical evaluations, intelligence tests, the Social Communication Questionnaire (SCQ), and MRI scans. Generalized fractional anisotropy (GFA) was measured by diffusion spectrum imaging to indicate the microstructural integrity of the tracts for each level of the social communication model. Group difference in the tract integrity and its relationship with the SCQ subscales of social communication and social interaction were investigated.', 'We found that the GFA values of the superior longitudinal fasciculus III (SLF III, level 1) and the frontal aslant tracts (FAT, level 2) were decreased in ASD compared to TD. Moreover, the GFA values of the SLF III and the FAT were associated with the social interaction subscale in ASD.']","['BACKGROUND', 'METHODS', 'RESULTS']","['Adolescent', 'Adult', 'Autism Spectrum Disorder', 'Child', 'Communication', 'Diffusion Tensor Imaging', 'Humans', 'Interpersonal Relations', 'Male', 'Models, Neurological', 'Neural Pathways', 'White Matter', 'Young Adult']",,,,yes,"The tract integrity of the model for social communication is reduced in ASD, and the reduction is associated with impaired social interaction. Our results support that reduced tract integrity of the model for social communication might be a neural substrate of social communication deficits in ASD."
23270973,"Are intelligence , temperament , and personality related to over- or under-reporting of affective symptoms by patients with euthymic mood disorder?","[""Many patients with mood disorders report subjective indicators of depression that are inconsistent with clinicians' objective ratings. This study used the self-report Beck Depressive Inventory (BDI) and the observer-rated Hamilton Depression Rating Scale (HAMD) to evaluate the extent to which temperament, personality traits, and clinical characteristics accounted for discrepancies between self-reports and clinician ratings of depressive symptoms in patients experiencing the euthymic period of a mood disorder."", 'The sample consisted of 100 individuals with bipolar disorder (n=72) or major depressive disorder (n=28). The HAMD and Young Mania Rating Scale were administered, and participants completed the BDI and Barratt Impulsivity Scale. Intelligence was assessed with the Korean Wechsler Adult Intelligence Scale. Patients completed the Temperament Evaluation of the Memphis, Pisa, Paris, and San Diego Autoquestionnaire and the NEO-Five-Factor Inventory.', 'The BDI and HAMD were significantly but modestly correlated with each other (r=0.319, p<0.001). Lower intelligence and a less conscientious personality were independent contributors to differences between Z-scores for the BDI and the HAMD. Higher impulsivity and a more anxious temperament were also observed in the group that self-reported more symptoms than were noted by clinicians.']","['BACKGROUND', 'METHODS', 'RESULTS']","['Adult', 'Affective Symptoms', 'Cross-Sectional Studies', 'Female', 'Humans', 'Intelligence', 'Male', 'Mood Disorders', 'Personality', 'Personality Inventory', 'Psychiatric Status Rating Scales', 'Reproducibility of Results', 'Self Report', 'Temperament', 'Young Adult']",,,,yes,Generalizability of results can be limited in ethnic difference.
23294674,Does training in empathic skills improve the patient-physician relationship during the first consultation in a fertility clinic?,"[""To evaluate the effect of physician training in empathic skills on patients' satisfaction just after their first consultation in a private fertility clinic setting."", 'Prospective study.', 'Private fertility clinic.', 'Thirteen physicians were evaluated by 2,146 patients.', 'The empathic training of physicians was centered on emotional intelligence, communication elements, social styles and empathy, and practical workshops. After their first consultation with the physician, patients answered a self-rating questionnaire comprising five scales: information provided, dynamic of the visit, time dedicated, patient-physician interaction, and expertise.', ""Patients' satisfaction scores after the empathic training of physicians."", 'For all five scales, the empathic training resulted in a significant change of the global scoring distribution with a shift toward higher scores. The intervention also resulted in a lower likelihood of low scoring (in the lower quartile) for all the items.']","['OBJECTIVE', 'METHODS', 'METHODS', 'METHODS', 'METHODS', 'METHODS', 'RESULTS']","['Adult', 'Ambulatory Care Facilities', 'Consultants', 'Empathy', 'Female', 'Humans', 'Infertility', 'Male', 'Middle Aged', 'Patient Satisfaction', 'Physician-Patient Relations', 'Physicians', 'Prospective Studies', 'Reproductive Medicine', 'Spain', 'Surveys and Questionnaires']",,,,yes,"Training in empathic skills of physicians resulted in higher patient satisfaction levels on the perceived information quality, communication skills, and time dedicated at first consultation for fertility treatment."
26022060,Does cognitive-behavioral therapy induce sensorimotor and specific electrocortical changes in chronic tic and Tourette 's disorder?,"['Tic disorders, such as the Gilles de la Tourette syndrome and persistent tic disorder, are neurodevelopmental movement disorders involving impaired motor control. Hence, patients show repetitive unwanted muscular contractions in one or more parts of the body. A cognitive-behavioral therapy, with a particular emphasis on the psychophysiology of tic expression and sensorimotor activation, can reduce the frequency and intensity of tics. However, its impact on motor activation and inhibition is not fully understood.', 'To study the effects of a cognitive-behavioral therapy on electrocortical activation, we recorded the event-related potentials (ERP) and lateralized readiness potentials (LRP), before and after treatment, of 20 patients with tic disorders and 20 healthy control participants (matched on age, sex and intelligence), during a stimulus-response compatibility inhibition task. The cognitive-behavioral therapy included informational, awareness training, relaxation, muscle discrimination, cognitive restructuration and relapse prevention strategies.', 'Our results revealed that prior to treatment; tic patients had delayed stimulus-locked LRP onset latency, larger response-locked LRP peak amplitude, and a frontal overactivation during stimulus inhibition processing. Both stimulus-locked LRP onset latency and response-locked LRP peak amplitude normalized after the cognitive behavioral therapy completion. However, the frontal overactivation related to inhibition remained unchanged following therapy.']","['BACKGROUND', 'METHODS', 'RESULTS']","['Adult', 'Analysis of Variance', 'Cognitive Behavioral Therapy', 'Electroencephalography', 'Evoked Potentials', 'Female', 'Functional Laterality', 'Humans', 'Inhibition (Psychology)', 'Male', 'Middle Aged', 'Neuropsychological Tests', 'Reaction Time', 'Self Report', 'Sensorimotor Cortex', 'Severity of Illness Index', 'Tic Disorders', 'Tourette Syndrome']",,,,yes,"Our results showed that P300 and reaction times are sensitive to stimulus-response compatibility, but are not related to tic symptoms. Secondly, overactivity of the frontal LPC and impulsivity in TD patients were not affected by treatment. Finally, CBT had normalizing effects on the activation of the pre-motor and motor cortex in TD patients. These results imply specific modifications of motor processes following therapy, while inhibition processes remained unchanged. Given that LRPs are partially generated within the sensorimotor and supplementary motor area, the reported reduction in tic frequency and improvements of LRPs components suggest that CBT induced a physiological change in patients' motor area."
24839197,Is adolescent male hazardous drinking and participation in organised activities : involvement in team sports associated with less hazardous drinking in young offenders?,"['There is a lack of research investigating organised activity participation and associated alcohol use in vulnerable groups.', 'The purpose of this research was to test and compare associations between participation in organised activities and indicators of hazardous drinking between young offenders and young non-offenders.', 'Two groups of 13-18\u2009year-old males were recruited in Cardiff, UK: 93 young offenders and 53 non-offenders from secondary schools matched on estimated IQ, sex and socioeconomic status. Indicators of hazardous drinking were measured using the Fast Alcohol Screening Test (FAST). Organised activity participation and externalising behaviour was measured by the Youth Self Report. The Wechsler Abbreviated Scale of Intelligence was also administered.', 'Young offenders participated in fewer organised activities and had higher FAST scores than non-offenders. Young offenders and non-offenders significantly differed on mean FAST scores if they participated in no organised activities but not if they participated in at least one team sport. Externalising behaviour problems were unrelated to participation in organised activities.']","['BACKGROUND', 'OBJECTIVE', 'METHODS', 'RESULTS']","['Adolescent', 'Adolescent Behavior', 'Age Factors', 'Alcohol Drinking', 'Alcoholic Intoxication', 'Alcoholism', 'Criminals', 'Humans', 'Logistic Models', 'Male', 'Risk Assessment', 'Schools', 'Sports']",,,,yes,"Although young offenders were less likely to have participated in organised activities, for them, participation in a team sport was associated with less hazardous drinking. Vulnerable youths who might benefit most from sporting activities actually access them the least. Future research should identify the different barriers to participation that they face."
25028778,Do aDHD inattentive symptoms mediate the relationship between intelligence and academic performance in children aged 6-14?,"['Fluid intelligence and the behavioral problems of attention-deficit/hyperactivity disorder (ADHD) are related to academic performance, but how this association occurs is unclear. This study aimed to assess mediation and moderation models that test possible pathways of influence between these factors.', ""Sixty-two children with ADHD and 33 age-matched, typically developing students were evaluated with Raven's Colored Progressive Matrices and the spelling and arithmetic subtests of the Brazilian School Achievement Test. Dimensional ADHD symptomatology was reported by parents."", 'Our findings suggest that fluid intelligence has a significant impact on academic tests through inattention. The inattentive dimension was the principal behavioral source of influence, also accounting for the association of hyperactive-impulsive manifestations with school achievement. This cognitive-to-behavioral influence path seems to be independent of diagnosis related group, and gender, but lower socioeconomic status might increase its strength.']","['OBJECTIVE', 'METHODS', 'RESULTS']","['Adolescent', 'Attention Deficit Disorder with Hyperactivity', 'Behavior', 'Brazil', 'Child', 'Child Behavior Disorders', 'Cognition', 'Cognition Disorders', 'Female', 'Humans', 'Intelligence', 'Intelligence Tests', 'Male', 'Models, Psychological', 'Socioeconomic Factors', 'Students']",,,,yes,"Fluid intelligence is a relevant factor in the influence of ADHD behavioral symptoms on academic performance, but its impact is indirect. Therefore, early identification of both fluid intelligence and inattentive symptoms is of the utmost importance to prevent impaired academic performance and future difficulties in functioning."
25466679,Does postnatal human cytomegalovirus infection in preterm infants have long-term neuropsychological sequelae?,"['To evaluate whether an early postnatal infection poses a long-term risk for neuropsychological impairment to neonates born very prematurely.', 'Adolescents born very preterm (n = 42, 11.6-16.2 years, mean = 13.9; 15 girls; 19 with and 23 without an early postnatal human cytomegalovirus [CMV] infection) and typically developing, term born controls (n = 24, 11.3-16.6 years, mean = 13.6; 12 girls) were neuropsychologically assessed with the German version of the Wechsler Intelligence Scale and the Developmental Test for Visual Perception.', 'As expected, the full cohort of adolescents born preterm had significantly lower scores than term born controls on IQ (preterm: mean [SD] = 98.43 [14.83], control: 110.00 [8.10], P = .015) and on visuoperceptive abilities (95.64 [12.87] vs 106.24 [9.95], P = .016). Furthermore, adolescents born preterm with early postnatal CMV infection scored significantly lower than those without this infection regarding overall cognitive abilities (92.67 [14.71] vs 102.75 [13.67], P = .030), but not visuoperceptive abilities (91.22 [10.88] vs 98.96 [13.45], P > .05).']","['OBJECTIVE', 'METHODS', 'RESULTS']","['Adolescent', 'Child', 'Child, Preschool', 'Cognition', 'Cytomegalovirus', 'Cytomegalovirus Infections', 'DNA, Viral', 'Female', 'Follow-Up Studies', 'Humans', 'Infant, Premature', 'Infant, Premature, Diseases', 'Language Tests', 'Magnetic Resonance Imaging', 'Male', 'Neuropsychological Tests', 'Retrospective Studies', 'Time Factors', 'Visual Perception']",,,,yes,"In our small but well-characterized group, our results provide evidence for adverse effects of early postnatal CMV infection on overall cognitive functions in adolescents born preterm. If confirmed, these results support the implementation of preventive measures."
23747499,Is cerebellar volume linked to cognitive function in temporal lobe epilepsy : a quantitative MRI study?,"['Chronic intractable temporal lobe epilepsy (TLE) is associated with certain comorbidities including cognitive impairment. A less common condition among patients with TLE is intermittent explosive disorder (IED), a specific form of aggressive behavior that has been linked to low intelligence and structural pathology in the amygdala. We aimed to identify other neuroanatomical substrates of both cognitive dysfunction and IED in patients with TLE, with special focus on the cerebellum, a brain region known to participate in functional networks involved in neuropsychological and affective processes.', 'Magnetic resonance imaging-based volumetric data from 60 patients with temporal lobe epilepsy (36 with and 24 without IED) were evaluated. Cerebellar, hippocampal, and total brain volumes were processed separately. In a total of 50 patients, the relationship between volumetric measurements and clinical and neuropsychological data (full-scale, verbal, and performance intelligence quotients) was analyzed.', 'Intermittent explosive disorder in patients with TLE was not significantly linked to any of the regional volumes analyzed. However, cognitive performance showed a significant association both with total brain volume and cerebellar volume measurements, whereby the left cerebellar volume showed the strongest association. A deviation from normal cerebellar volumes was related to lower intelligence. Of note, left cerebellar volume was influenced by age and duration of epilepsy. Hippocampal volumes had a minor influence on cognitive parameters.']","['BACKGROUND', 'METHODS', 'RESULTS']","['Adolescent', 'Adult', 'Aggression', 'Analysis of Variance', 'Case-Control Studies', 'Cerebellum', 'Cognition Disorders', 'Epilepsy, Temporal Lobe', 'Female', 'Functional Laterality', 'Humans', 'Image Processing, Computer-Assisted', 'Magnetic Resonance Imaging', 'Male', 'Middle Aged', 'Reproducibility of Results', 'Retrospective Studies', 'Young Adult']",,,,yes,Our findings suggest that cerebellar volume is not linked to IED in patients with TLE but is significantly associated with cognitive dysfunction. Our findings support recent hypotheses proposing that the cerebellum has a relevant functional topography.
26371987,Are socioeconomic ( SES ) differences in language evident in female infants at 7months of age?,"['Language skills, strongly linked to academic success, are known to differ by socioeconomic status (SES), with lower SES individuals performing less well than higher SES.', 'To examine the effect of SES on infant language at 7months of age and the relationship between maternal vocabulary skills and infant language function. To determine if the relationships between SES and infant language are mediated by maternal vocabulary skills.', 'Longitudinal follow-up of healthy term female African American infants born to mothers in two SES groups: Low SES (income-to-needs≤1, no education beyond high school) and Higher SES (Income-to-Needs >1, at least a high school diploma).', '54 infants tested at 7months of age; 54 mothers tested at infant age 7months.', 'Preschool Language Scale-5 (PLS-5), Vocabulary and Matrix Reasoning subtests of the Wechsler Adult Intelligence Scale-IV.', 'Low SES infants (n=29) performed less well than Higher SES (n=25) on PLS-5 Total Language, Auditory Comprehension, and Expressive Communication (p≤0.012). Maternal Vocabulary subtest scores were lower in Low SES than Higher SES (p=0.002), but not related to infant PLS Language scores (p≥0.17). Maternal vocabulary did not mediate the relationship between SES and infant language skills at age 7months.']","['BACKGROUND', 'OBJECTIVE', 'METHODS', 'METHODS', 'METHODS', 'RESULTS']","['Adolescent', 'Adult', 'Communication', 'Female', 'Humans', 'Infant', 'Language', 'Language Development', 'Longitudinal Studies', 'Mothers', 'Social Class', 'Socioeconomic Factors', 'Vocabulary', 'Young Adult']",,,,yes,"In this single sex and race cohort of healthy, term, female infants, lower SES exerted negative effects on infant language by 7months of age. While maternal vocabulary scores showed no relation with infant language skills at 7months, continued study of the relations between SES, infant outcomes and maternal characteristics is needed to determine how low SES conditions impact early language. These findings underscore the importance of early interventions, as well as policies designed to improve socioeconomic conditions for infants and families."
26395036,Does combining Health Data used to Ignite Health System Learning?,"['In this paper we aim to characterise the critical mass of linked data, methods and expertise required for health systems to adapt to the needs of the populations they serve - more recently known as learning health systems. The objectives are to: 1) identify opportunities to combine separate uses of common data sources in order to reduce duplication of data processing and improve information quality; 2) identify challenges in scaling-up the reuse of health data sufficiently to support health system learning.', 'The challenges and opportunities were identified through a series of e-health stakeholder consultations and workshops in Northern England from 2011 to 2014. From 2013 the concepts presented here have been refined through feedback to collaborators, including patient/citizen representatives, in a regional health informatics research network (www.herc.ac.uk).', 'Health systems typically have separate information pipelines for: 1) commissioning services; 2) auditing service performance; 3) managing finances; 4) monitoring public health; and 5) research. These pipelines share common data sources but usually duplicate data extraction, aggregation, cleaning/preparation and analytics. Suboptimal analyses may be performed due to a lack of expertise, which may exist elsewhere in the health system but is fully committed to a different pipeline. Contextual knowledge that is essential for proper data analysis and interpretation may be needed in one pipeline but accessible only in another. The lack of capable health and care intelligence systems for populations can be attributed to a legacy of three flawed assumptions: 1) universality: the generalizability of evidence across populations; 2) time-invariance: the stability of evidence over time; and 3) reducibility: the reduction of evidence into specialised sub-systems that may be recombined.']","['OBJECTIVE', 'METHODS', 'RESULTS']","['Data Curation', 'Datasets as Topic', 'Electronic Health Records', 'Health Information Systems', 'Information Dissemination', 'Information Storage and Retrieval', 'Meaningful Use', 'Medical Record Linkage', 'Models, Organizational', 'Systems Integration']",,,,yes,"We conceptualize a population health and care intelligence system capable of supporting health system learning and we put forward a set of maturity tests of progress toward such a system. A factor common to each test is data-action latency; a mature system spawns timely actions proportionate to the information that can be derived from the data, and in doing so creates meaningful measurement about system learning. We illustrate, using future scenarios, some major opportunities to improve health systems by exchanging conventional intelligence pipelines for networked critical masses of data, methods and expertise that minimise data-action latency and ignite system-learning."
22911964,Do multiple system morbidities associated with children with snore symptom?,"['To exam the relationship between snoring and morbidities of multiple systems in children.', 'Children with snoring were enrolled and divided into primary snorer (PS) group and obstructive sleep apnea hypopnea syndrome (OSAHS) group based on polysomnography. The healthy children served as the control group. The growth parameters, maxillofacial malformations, blood chemistry, electrocardiogram, and echocardiogram were recorded and intelligence testing was performed in the enrolled children who were ≥6 years old.', 'The weight and height were similar in the control group (n\u2009=\u200960) and the PS group (n\u2009=\u200963), but lower in the OSAHS group (n\u2009=\u200989; P\u2009<\u20090.001). Occurrence of adenoidal face and dental malocclusion in the OSAHS and the PS group was significantly higher than that in the control group (P\u2009<\u20090.001). Compared with the control group, the OSAHS group had a lower serum high-density lipoprotein cholesterol level, higher low-density lipoprotein cholesterol level; and a possible higher pulmonary artery pressure based on the echocardiogram (P\u2009<\u20090.001). All the above parameters in the PS group were similar to those in the control group. Full-scale IQ and performance IQ of the OSAHS group was lower (P\u2009<\u20090.001), attention deficits were significantly higher in the OSAHS group (P\u2009<\u20090.001), but were similar in the PS group when compared to the control group.']","['OBJECTIVE', 'METHODS', 'RESULTS']","['Case-Control Studies', 'Child', 'Child, Preschool', 'Cognition Disorders', 'Familial Primary Pulmonary Hypertension', 'Female', 'Growth Disorders', 'Humans', 'Hypertension, Pulmonary', 'Lipid Metabolism Disorders', 'Male', 'Maxillofacial Abnormalities', 'Polysomnography', 'Sleep Apnea, Obstructive', 'Snoring']",,,,yes,"OSAHS in children is associated with delayed growth, maxillofacial malformations, impaired cognitive functions, abnormalities in lipid metabolism, and changes in pulmonary artery pressures. PS children also have higher incidence of maxillofacial malformations but have a normal growth and normal cognitive functions."
25299832,Is hearing loss associated with decreased nonverbal intelligence in rural Nepal?,"['To evaluate the association between adolescent and young-adult hearing loss and nonverbal intelligence in rural Nepal.', 'Cross-sectional assessment of hearing loss among a population cohort of adolescents and young adults.', 'Sarlahi District, southern Nepal.', 'Seven hundred sixty-four individuals aged 14 to 23 years.', 'Evaluation of hearing loss, defined by World Health Organization criteria of pure-tone average greater than 25 decibels (0.5, 1, 2, 4 kHz), unilaterally and bilaterally.', 'Nonverbal intelligence, as measured by the Test of Nonverbal Intelligence, 3rd Edition standardized score (mean, 100; standard deviation, 15).', 'Nonverbal intelligence scores differed between participants with normal hearing and those with bilateral (p = 0.04) but not unilateral (p = 0.74) hearing loss. Demographic and socioeconomic factors including male sex; higher caste; literacy; education level; occupation reported as student; and ownership of a bicycle, watch, and latrine were strongly associated with higher nonverbal intelligence scores (all p < 0.001). Subjects with bilateral hearing loss scored an average of 3.16 points lower (95% confidence interval, -5.56 to -0.75; p = 0.01) than subjects with normal hearing after controlling for socioeconomic factors. There was no difference in nonverbal intelligence score based on unilateral hearing loss (0.97; 95% confidence interval, -1.67 to 3.61; p = 0.47).']","['OBJECTIVE', 'METHODS', 'METHODS', 'METHODS', 'METHODS', 'METHODS', 'RESULTS']","['Adolescent', 'Cross-Sectional Studies', 'Female', 'Hearing Loss, Bilateral', 'Hearing Loss, Unilateral', 'Humans', 'Intelligence', 'Intelligence Tests', 'Male', 'Nepal', 'Prevalence', 'Rural Population', 'Socioeconomic Factors', 'Young Adult']",,,,yes,Nonverbal intelligence is adversely affected by bilateral hearing loss even at mild hearing loss levels. Socio economic well-being appears compromised in individuals with lower nonverbal intelligence test scores.
26731160,Do speech Recognition and Parent Ratings From Auditory Development Questionnaires in Children Who Are Hard of Hearing?,"[""Progress has been made in recent years in the provision of amplification and early intervention for children who are hard of hearing. However, children who use hearing aids (HAs) may have inconsistent access to their auditory environment due to limitations in speech audibility through their HAs or limited HA use. The effects of variability in children's auditory experience on parent-reported auditory skills questionnaires and on speech recognition in quiet and in noise were examined for a large group of children who were followed as part of the Outcomes of Children with Hearing Loss study."", ""Parent ratings on auditory development questionnaires and children's speech recognition were assessed for 306 children who are hard of hearing. Children ranged in age from 12 months to 9 years. Three questionnaires involving parent ratings of auditory skill development and behavior were used, including the LittlEARS Auditory Questionnaire, Parents Evaluation of Oral/Aural Performance in Children rating scale, and an adaptation of the Speech, Spatial, and Qualities of Hearing scale. Speech recognition in quiet was assessed using the Open- and Closed-Set Test, Early Speech Perception test, Lexical Neighborhood Test, and Phonetically Balanced Kindergarten word lists. Speech recognition in noise was assessed using the Computer-Assisted Speech Perception Assessment. Children who are hard of hearing were compared with peers with normal hearing matched for age, maternal educational level, and nonverbal intelligence. The effects of aided audibility, HA use, and language ability on parent responses to auditory development questionnaires and on children's speech recognition were also examined."", 'Children who are hard of hearing had poorer performance than peers with normal hearing on parent ratings of auditory skills and had poorer speech recognition. Significant individual variability among children who are hard of hearing was observed. Children with greater aided audibility through their HAs, more hours of HA use, and better language abilities generally had higher parent ratings of auditory skills and better speech-recognition abilities in quiet and in noise than peers with less audibility, more limited HA use, or poorer language abilities. In addition to the auditory and language factors that were predictive for speech recognition in quiet, phonological working memory was also a positive predictor for word recognition abilities in noise.']","['OBJECTIVE', 'METHODS', 'RESULTS']","['Case-Control Studies', 'Child', 'Child Development', 'Child, Preschool', 'Female', 'Hearing Aids', 'Hearing Loss, Bilateral', 'Humans', 'Infant', 'Language Development', 'Longitudinal Studies', 'Male', 'Memory, Short-Term', 'Parents', 'Severity of Illness Index', 'Speech Perception', 'Surveys and Questionnaires']",,,,yes,"Children who are hard of hearing continue to experience delays in auditory skill development and speech-recognition abilities compared with peers with normal hearing. However, significant improvements in these domains have occurred in comparison to similar data reported before the adoption of universal newborn hearing screening and early intervention programs for children who are hard of hearing. Increasing the audibility of speech has a direct positive effect on auditory skill development and speech-recognition abilities and also may enhance these skills by improving language abilities in children who are hard of hearing. Greater number of hours of HA use also had a significant positive impact on parent ratings of auditory skills and children's speech recognition."
25046825,Does treatment with ginseng total saponins improve the neurorestoration of rat after traumatic brain injury?,"['Ginseng, the root of Panax ginseng C.A. Meyer, is a traditional medicinal herb that has been widely used in Asia for the treatment of many diseases through its effects of reinforcing vitality, strengthening the bodily resistance to pathogenic factors, engendering body liquids and allaying thirst, relieving uneasiness of the body and mind and benefiting intelligence, reducing body weight and prolonging life. Ginsenosides are the most important biologically active substances in ginseng. Many reports have suggested that ginsenosides could exert prominent neuroprotective and neurotrophic effects, promote neural stem/progenitor cell (NSC) proliferation and promote neurite outgrowth and neuronal network formation. The present study aimed to investigate whether treatment with ginsenosides could facilitate NSC proliferation in the hippocampal formation after traumatic brain injury (TBI) and contribute to the recovery of neurological functions including learning and memory.', 'The modified Feeney׳s method was used to induce a TBI in rats. Ginseng total saponins (GTS) were treated intraperitoneally twice a day for 1 week after the TBI. The neurological functions, morphology of the hippocampus, expression of nerve growth-related factors and number of NSCs in the hippocampal formation ipsilateral to the trauma were determined.', 'We determined 1) GTS (5-80 mg/kg) treatment after a TBI improved the recovery of neurological functions, including learning and memory, and reduced cell loss in the hippocampal area. The effects of GTS at 20, 40, 60, and 80 mg/kg were better than the effects of GTS at 5 and 10 mg/kg. 2) GTS treatment (20 mg/kg) after a TBI increased the expression of NGF, GDNF and NCAM, inhibited the expression of Nogo-A, Nogo-B, TN-C, and increased the number of BrdU/nestin positive NSCs in the hippocampal formation.']","['BACKGROUND', 'METHODS', 'RESULTS']","['Animals', 'Behavior, Animal', 'Brain Injuries', 'Cell Proliferation', 'Disease Models, Animal', 'Dose-Response Relationship, Drug', 'Glial Cell Line-Derived Neurotrophic Factor', 'Hippocampus', 'Male', 'Memory', 'Nerve Growth Factor', 'Nerve Regeneration', 'Neural Cell Adhesion Molecules', 'Neural Stem Cells', 'Neuroprotective Agents', 'Panax', 'Phytotherapy', 'Plant Extracts', 'Plant Roots', 'Plants, Medicinal', 'Rats, Sprague-Dawley', 'Recovery of Function', 'Saponins', 'Time Factors']",,,,yes,"GTS treatment in rats after a TBI alleviated the secondary brain injury and ameliorated the neurological functions with an effective dose limit of 5-80 mg/kg. GTS regulated the expression of nerve growth-related factors and improved the proliferation of neural stem/progenitor cells, which might facilitate neural regeneration and tissue repair, and might contribute to the recovery of neurological functions, including learning and memory. These effects of GTS might provide a foundation for the use of ginseng as a medicinal herb to enhance intelligence, reduce the aging process and prolong life in the traditional medicine."
26423736,Do maternal Obesity and Excessive Gestational Weight Gain Are Associated with Components of Child Cognition?,"['Maternal overweight and obesity affect two-thirds of women of childbearing age and may increase the risk of impaired child cognition.', 'Our objective was to test the hypothesis that high/low gestational weight gain (GWG) and high/low prepregnancy BMI were associated with offspring intelligence quotient (IQ) and executive function at age 10.', 'Mother-infant dyads (n = 763) enrolled in a birth cohort study were followed from early pregnancy to 10 y postpartum. IQ was assessed by trained examiners with the use of the Stanford Binet Intelligence Scale-4th edition. Executive function was assessed by the number of perseverative errors on the Wisconsin Card Sorting Test and time to complete Part B on the Trail Making Test. Self-reported total GWG was converted to gestational-age-standardized GWG z score. Multivariable linear regression and negative binomial regression were used to estimate independent and joint effects of GWG and BMI on outcomes while adjusting for covariates.', 'At enrollment, the majority of women in the Maternal Health Practices and Child Development cohort were unmarried and unemployed, and more than one-half reported their race as black. The mean ± SD GWG z score was -0.5 ± 1.8, and 27% of women had a pregravid BMI ≥ 25. The median (IQR) number of perseverative errors was 23 (17, 29), the mean ± SD time on Part B was 103 ± 42.6 s, and 44% of children had a low average IQ (≤ 89). Maternal obesity was associated with 3.2 lower IQ points (95% CI: -5.6, -0.8) and a slower time to complete the executive function scale Part B (adjusted β: 12.7 s; 95% CI: 2.8, 23 s) compared with offspring of normal-weight mothers. Offspring of mothers whose GWG was >+1 SD, compared with -1 to +1 SD, performed 15 s slower on the executive function task (95% CI: 1.8, 28 s). There was no association between GWG z score and offspring composite IQ score (adjusted β: -0.32; 95% CI: -0.72, 0.10). Prepregnancy BMI did not modify these associations.']","['BACKGROUND', 'OBJECTIVE', 'METHODS', 'RESULTS']","['Adolescent', 'Body Mass Index', 'Child', 'Child Development', 'Cognition', 'Cognition Disorders', 'Cohort Studies', 'Female', 'Follow-Up Studies', 'Gestational Age', 'Humans', 'Infant', 'Intelligence', 'Linear Models', 'Longitudinal Studies', 'Mothers', 'Multivariate Analysis', 'Obesity', 'Overweight', 'Pregnancy', 'Socioeconomic Factors', 'Weight Gain']",,,,yes,"Although GWG may be important for executive function, maternal BMI has a stronger relation than GWG to both offspring intelligence and executive function. Our findings contribute to evidence linking maternal obesity to long-term child outcomes."
26400233,Does p300 correlate with learning & memory abilities and fluid intelligence?,"['Educational psychology research has linked fluid intelligence with learning and memory abilities and neuroimaging studies have specifically associated fluid intelligence with event related potentials (ERPs). The objective of this study is to find the relationship of ERPs with learning and memory recall and predict the memory recall score using P300 (P3) component.', ""A sample of thirty-four healthy subjects between twenty and thirty years of age was selected to perform three tasks: (1) Raven's Advanced Progressive Matrices (RAPM) test to assess fluid intelligence; (2) learning and memory task to assess learning ability and memory recall; and (3) the visual oddball task to assess brain-evoked potentials. These subjects were divided into High Ability (HA) and Low Ability (LA) groups based on their RAPM scores. A multiple regression analysis was used to predict the learning & memory recall and fluid intelligence using P3 amplitude and latency."", 'Behavioral results demonstrated that the HA group learned and recalled 10.89\xa0% more information than did the LA group. ERP results clearly showed that the P3 amplitude of the HA group was relatively larger than that observed in the LA group for both the central and parietal regions of the cerebrum; particularly during the 300-400\xa0ms time window. In addition, a shorter latency for the P3 component was observed at Pz site for the HA group compared to the LA group. These findings agree with previous educational psychology and neuroimaging studies which reported an association between ERPs and fluid intelligence as well as learning performance.']","['BACKGROUND', 'METHODS', 'RESULTS']","['Adult', 'Brain', 'Electroencephalography', 'Event-Related Potentials, P300', 'Female', 'Humans', 'Intelligence', 'Intelligence Tests', 'Learning', 'Male', 'Memory']",,,,yes,These results also suggest that the P3 component is associated with individual differences in learning and memory recall and further indicate that P3 amplitude might be used as a supporting factor in standard psychometric tests to assess an individual's learning & memory recall ability; particularly in educational institutions to aid in the predictability of academic skills.
